Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Malaysia,MYS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,77.2140274,77.59253693,81.23719788,80.93836212,83.28363037,81.51158142,79.82839203,78.8863678,74.4872818,75.32298279,73.24594116
Malaysia,MYS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,36.67743056,35.56617906,36.82551681,38.07009709,38.3919142,44.28990924,45.40346596,42.2932117,43.31002793,40.80829668,39.74456674
Malaysia,MYS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,93.12000275,..,..,..,..,..,94.87999725,95.08000183,94.84999847,94.97000122,..
Malaysia,MYS,Poverty gap at $3.00 a day (2021 PPP) (%),SI.POV.GAPS,..,0.1,..,0,..,0,..,..,0,..,..
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.39,3.05,3.1,3.16,2.88,3.1,3.44,3.41,3.3,3.26,4.54
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,7173.596018,7424.520411,7461.297037,8236.081779,8939.074166,9644.90655,9947.807447,10509.62881,11423.28384,11740.2724,7393.888654
Maldives,MDV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.633280039,3.080729961,3.34085989,3.388299942,3.088589907,3.868599892,3.661230087,3.822685599,3.856817798,4.123569448,5.847607931
Maldives,MDV,"School enrollment, primary (% gross)",SE.PRM.ENRR,102.1001655,100.3820416,97.47470925,95.76874843,96.80733945,99.00610902,98.25653239,97.14726622,96.64061541,96.8629836,97.1784453
Maldives,MDV,"School enrollment, secondary (% gross)",SE.SEC.ENRR,70.04681365,72.84349276,71.97600426,68.38726932,72.91108941,73.44138021,70.01408405,69.74191832,77.02848816,72.69467926,69.89820156
Maldives,MDV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,13.68437612,..,..,33.32949812,..,24.64800597,27.08058124
Maldives,MDV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,98.61000061,..,97.73000336,94.51000214,..,98.20999908,..
Maldives,MDV,Poverty gap at $3.00 a day (2021 PPP) (%),SI.POV.GAPS,..,..,..,..,..,..,0,..,..,0,..
Maldives,MDV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.881,10.06,9.14,8.3,7.477,6.604,5.771,5.401,4.95,4.562,5.434
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,827.6176601,941.5749447,878.2171753,903.1904525,940.24326,838.1198694,872.4685872,924.0575317,996.3792921,971.9493186,953.2429433
Mali,MLI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.343889952,3.754230022,3.479490042,3.284650087,3.648190022,3.801520109,3.094779968,3.789769888,3.55817008,3.555049896,3.954459906
Mali,MLI,"School enrollment, primary (% gross)",SE.PRM.ENRR,78.28431945,78.66564301,75.38980485,70.87342834,71.821576,70.52097471,71.86930901,74.67337594,70.36896049,..,..
Mali,MLI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,36.71892062,38.74921372,..,39.27581214,41.23491147,38.98922386,40.09999486,38.54858057,37.9832691,..,..
Mali,MLI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,5.505894959,4.968968886,6.418617454,5.941235018,5.535048827,5.127509412,..,..,..,..,..
Mali,MLI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,31.10000038,30.62000084,..,..,..,33.06999969,..,..,35.47000122,..,..
Mali,MLI,Poverty gap at $3.00 a day (2021 PPP) (%),SI.POV.GAPS,..,..,..,..,..,..,..,..,7.2,..,..
Mali,MLI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.405,1.422,1.482,1.516,1.474,1.401,1.367,1.494,1.62,3.29,3.528
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,21946.60702,23516.96913,22878.31313,25415.55668,27424.57654,25529.68131,26459.07721,30317.24434,33382.26775,32421.91798,31833.59638
Malta,MLT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.207980156,7.577710152,6.247889996,7.406720161,6.849730015,4.913529873,4.955709934,4.342810154,..,4.79941988,..
Malta,MLT,"School enrollment, primary (% gross)",SE.PRM.ENRR,102.5783081,100.9814987,100.9379807,101.2325134,100.6733322,100.3055115,99.94046021,99.60999298,99.59832764,98.17488861,96.80249023
Malta,MLT,"School enrollment, secondary (% gross)",SE.SEC.ENRR,105.1138535,94.1126709,95.51699829,96.26006317,96.23097992,95.15711975,94.97657013,103.1384125,104.6425095,104.5057297,102.9240112
Malta,MLT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,36.83441925,39.4486618,42.54732895,44.03895187,44.49069977,46.94681931,48.12607956,52.8446312,56.81111145,58.53686905,62.87525177
Malta,MLT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,93.30999756,..,..,..,..,..,..,..,..,..
Malta,MLT,Poverty gap at $3.00 a day (2021 PPP) (%),SI.POV.GAPS,0.1,0.2,0.1,0,0,0.1,0.1,0.1,0.1,0.2,0.2
Malta,MLT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.847,6.378,6.197,6.106,5.725,5.389,4.687,4.002,3.658,3.616,4.347
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3095.45769,3319.398154,3514.265155,3677.906908,3735.239778,3764.344262,4229.809889,4592.834576,4858.120791,5292.339855,5661.967873
Marshall Islands,MHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,9.882089615,13.83503745
Marshall Islands,MHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,105.3890743,..,..,..,106.6424958,104.8455241,..,..,109.1759727,108.4488881
Marshall Islands,MHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,83.1655974,84.96832934,..,..,92.64589573,92.96924933
Marshall Islands,MHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,29.36630613,..,..,34.32098806,36.66092915,..,..,37.3626371,..
Marshall Islands,MHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,98.26999664,..,..,..,..,..,..,..,98.18000031,..
Marshall Islands,MHL,Poverty gap at $3.00 a day (2021 PPP) (%),SI.POV.GAPS,..,..,..,..,..,..,..,..,..,0.4,..
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1659.963697,1931.199755,1859.117332,1934.241031,1713.008653,1554.948979,1565.765757,1615.004013,1722.935289,1767.072711,1795.764596
Mauritania,MRT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,2.331020117,2.158210039,2.293540001,2.557964235,2.829565989,1.944059968,..,..,1.82317996,1.802649975
Mauritania,MRT,"School enrollment, primary (% gross)",SE.PRM.ENRR,97.85716522,95.43596245,94.9017954,93.6377057,93.90269619,96.69936533,88.66419265,87.81730949,90.21930392,90.26719414,93.80446648
Mauritania,MRT,"School enrollment, secondary (% gross)",SE.SEC.ENRR,20.42440033,22.7523098,27.06389644,30.26204191,30.69882329,31.19630754,32.18758704,31.75656968,35.52934256,37.57937099,36.02770301
Mauritania,MRT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,4.667696369,5.066471758,5.493350704,5.796014506,..,5.884250013,5.562458343,5.156140201,5.132754808,5.888239865,5.9719433
Mauritania,MRT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,62.06999969,..,65.11000061,..,..,..,..,59.52999878
Mauritania,MRT,Poverty gap at $3.00 a day (2021 PPP) (%),SI.POV.GAPS,..,..,..,..,2.8,..,..,..,..,2.5,..
Mauritania,MRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.075,9.968,9.864,9.929,10.028,10.108,10.283,10.336,10.407,10.416,11.054
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,8000.376432,9197.042991,9291.236276,9764.644131,10366.35508,9507.871337,9965.725311,10841.68478,11643.4606,11403.25279,9011.042884
Mauritius,MUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.551470041,3.332070112,3.418200016,3.567759991,4.815149784,4.758470058,4.882070065,4.87887001,4.674479961,4.541950226,4.35243988
Mauritius,MUS,"School enrollment, primary (% gross)",SE.PRM.ENRR,100.5936319,100.0258538,99.36690044,97.84011649,97.15187246,97.11867166,96.7216048,96.47863212,96.44939855,95.42307607,95.00639025
Mauritius,MUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,86.90731049,88.72229004,92.10943897,93.79828644,97.07535326,93.96819847,94.43625456,92.5403345,91.41713586,93.13549687,89.50199984
Mauritius,MUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,33.0799909,34.22650538,40.37494974,41.40239535,40.03820042,37.76073864,38.41076926,39.66187866,40.40780983,42.98787108,42.53784186
Mauritius,MUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,89.25,91.76999664,91.48999786,92.47000122,92.70999908,93.16000366,..,..,..,..
Mauritius,MUS,Poverty gap at $3.00 a day (2021 PPP) (%),SI.POV.GAPS,..,..,0.2,..,..,..,..,0.1,..,..,..
Mauritius,MUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.654,7.447,7.472,7.322,7.467,7.41,6.814,6.752,6.426,6.331,8.626
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,9728.800782,10664.4944,10744.13352,11216.80085,11391.37735,10021.23861,9097.923977,9649.278168,10084.79376,10369.55536,8841.270751
Mexico,MEX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.936950207,4.904059887,4.883480072,4.508580208,5.068089962,5.050879955,4.757959843,4.397520065,4.139450073,..,4.499670029
Mexico,MEX,"School enrollment, primary (% gross)",SE.PRM.ENRR,110.9952164,111.0588608,111.0735168,110.1092682,108.573143,106.9634323,106.3912201,105.7976074,105.1881638,105.0950394,104.5177307
Mexico,MEX,"School enrollment, secondary (% gross)",SE.SEC.ENRR,87.27292633,88.38008881,90.69361877,93.26230621,97.31968689,100.9822693,102.8713684,105.1101837,105.964653,105.5156097,102.581543
Mexico,MEX,"School enrollment, tertiary (% gross)",SE.TER.ENRR,27.1670208,28.03615952,29.34964943,30.33016014,31.20528984,31.97186089,38.58977127,40.33906937,41.63827896,43.04413986,45.16545105
Mexico,MEX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,93.06999969,93.51999664,94.23000336,93.95999908,94.55999756,94.47000122,94.86000061,94.97000122,95.37999725,95.38894032,95.25
Mexico,MEX,Poverty gap at $3.00 a day (2021 PPP) (%),SI.POV.GAPS,2.6,..,2.2,..,2.1,..,1.2,..,1,..,1.2
Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.303,5.175,4.892,4.921,4.819,4.311,3.853,3.419,3.275,3.477,4.44
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2761.243258,2890.50493,3033.169895,2933.883334,2945.41496,2911.16211,2979.601192,3279.10779,3566.586904,3572.659183,3362.027931
"Micronesia, Fed. Sts.",FSM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,11.71922914,12.34388319,12.22816809,12.40791988,13.814728,12.68158217,9.942744643,10.69316827,11.55913978
"Micronesia, Fed. Sts.",FSM,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,..,..,95.03185764,97.31420401,93.56705357,94.07720184,94.21926009,96.28819502,94.3598499,87.42404544
"Micronesia, Fed. Sts.",FSM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Poverty gap at $3.00 a day (2021 PPP) (%),SI.POV.GAPS,..,..,..,9,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,2436.799351,2941.362241,3044.808432,3321.043978,3289.957586,2749.551371,2847.087948,3453.267277,4156.44982,4405.334182,4375.778893
Moldova,MDA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.592299938,7.136380196,6.983389854,5.909755165,6.338069916,5.766654059,5.67208004,5.710169792,5.538879871,6.225769997,6.601260185
Moldova,MDA,"School enrollment, primary (% gross)",SE.PRM.ENRR,93.54077921,93.60298045,93.79797047,93.76491809,107.4314098,105.7276522,104.4699766,103.6857615,103.3373889,105.0749234,106.5199755
Moldova,MDA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,87.98113499,87.71937269,88.19586867,88.33604943,104.382597,105.0697056,106.0471549,94.35363671,95.91591923,95.65076385,96.17333747
Moldova,MDA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,38.14536311,39.44804301,40.1086415,41.27717089,52.15151624,52.10005191,52.84358238,51.94902914,52.84230921,54.7812048,56.24981966
Moldova,MDA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,99.36000061,..,..,..,..,..,..
Moldova,MDA,Poverty gap at $3.00 a day (2021 PPP) (%),SI.POV.GAPS,0.2,0.1,0.1,0,0,0,0.1,0,0,0,0
Moldova,MDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.937,2.648,2.151,1.873,1.425,1.742,1.557,1.586,1.196,1.466,1.186
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,161853.9206,179363.9842,165444.6514,184940.6638,195693.5707,170437.1012,173604.7536,170663.3752,188298.3157,193746.7856,176891.8865
Monaco,MCO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.31735003,1.589890003,1.780040026,1.334400058,1.021860003,..,1.371260047,1.458160043,..,1.158969998,..
Monaco,MCO,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,..,..,..,..,..,142.4199371,..,..,..,..
Monaco,MCO,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,153.5863037,..,..,..,..
Monaco,MCO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,53.56679916,..,..,..,..
Monaco,MCO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Poverty gap at $3.00 a day (2021 PPP) (%),SI.POV.GAPS,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2625.218814,3736.042015,4328.890019,4340.143105,4126.239758,3838.92127,3619.900264,3645.967087,4107.642885,4347.546103,4001.251931
Mongolia,MNG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.645100117,4.60902977,5.19520998,4.940770149,4.714849949,4.223619938,5.183100224,4.068970203,..,..,..
Mongolia,MNG,"School enrollment, primary (% gross)",SE.PRM.ENRR,121.8401031,120.5455475,115.8394201,107.6821798,99.84732183,97.81398242,97.28638187,94.4515596,95.0856823,94.13347906,92.34646016
Mongolia,MNG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,91.1776886,..,..,..,..,..,..,..,91.29497252,88.74634715,95.38263707
Mongolia,MNG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,56.07767868,56.74821338,61.30670166,64.81716919,66.67922974,70.3587265,65.24771118,64.40557098,65.10305023,67.97081757,66.25574671
Mongolia,MNG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,98.26000214,..,..,..,..,..,..,..,96.90000153,98.45999908,99.18000031
Mongolia,MNG,Poverty gap at $3.00 a day (2021 PPP) (%),SI.POV.GAPS,0.5,0.3,0.2,..,0.1,..,0.3,..,0.3,..,..
Mongolia,MNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.549,4.769,3.905,4.231,4.798,4.861,7.235,6.359,5.377,9.269,6.594
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,6688.402596,7325.646892,6577.740332,7172.929085,7364.965901,6491.192806,6999.135813,7758.36922,8790.881521,8842.485287,7612.628459
Montenegro,MNE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..
Montenegro,MNE,"School enrollment, primary (% gross)",SE.PRM.ENRR,108.2547989,98.02922821,99.07029724,..,..,101.2036209,100.1745911,100.9432526,103.264473,103.651741,103.8465729
Montenegro,MNE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,98.99609375,93.17089081,92.61306,..,..,91.86341095,90.55751801,90.60222626,91.44426727,91.84033203,92.35787201
Montenegro,MNE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,55.29634857,59.01150894,60.30924988,60.43476868,63.21963882,63.93727112,59.18392181,60.9102211,58.18315125,56.26332092,58.09447098
Montenegro,MNE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,98.44000244,..,..,..,..,..,..,98.52999878,..,..
Montenegro,MNE,Poverty gap at $3.00 a day (2021 PPP) (%),SI.POV.GAPS,0,0.1,1.9,1.6,0.9,0.7,1.7,2.1,1.5,0.9,1
Montenegro,MNE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.649,19.759,19.808,19.585,18.054,17.555,17.732,16.082,15.19,15.128,17.878
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3067.985352,3301.98877,3164.177246,3379.743164,3435.406982,3146.247803,3140.855469,3296.526611,3501.697998,3508.097656,3268.030273
Morocco,MAR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,5.552948386,..,5.482760366,5.133369044,5.085301974,4.73564982,4.960227135,5.003256721,6.284282636
Morocco,MAR,"School enrollment, primary (% gross)",SE.PRM.ENRR,107.16674,108.8721849,108.7737769,108.130874,107.3195192,106.0462552,105.8978087,106.8560091,108.2631281,110.0729419,112.3540375
Morocco,MAR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,63.07579832,66.02552848,68.73587263,..,..,..,..,78.21572495,78.47091959,79.3440513,80.30879965
Morocco,MAR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,13.98964412,15.85399773,19.04722825,22.40689087,25.3112415,28.55191306,32.09525792,33.47354331,35.31918636,37.72120214,39.68580476
Morocco,MAR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,67.08000183,69.16000366,..,64.26000214,..,..,..,..,..,..
Morocco,MAR,Poverty gap at $3.00 a day (2021 PPP) (%),SI.POV.GAPS,..,..,..,0.7,..,..,..,..,..,..,..
Morocco,MAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.09,8.91,8.99,9.23,9.7,9.46,9.3,9.223,9.271,9.194,11.223
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,496.1858394,618.1764929,685.6857482,686.5056725,697.1426804,610.5637747,441.4897348,470.9385631,517.5072603,519.0925509,462.4338765
Mozambique,MOZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.245397895,5.53052494,5.557509899,6.035769939,6.399208435,5.915156606,5.800869942,5.48664999,5.389760017,5.999695236,6.17059557
Mozambique,MOZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,116.8672074,113.5990545,113.2007853,114.1188258,114.2775165,114.8283736,113.6878764,111.5661948,115.2709902,117.8606713,118.9800614
Mozambique,MOZ,"School enrollment, secondary (% gross)",SE.SEC.ENRR,25.12088385,26.01575788,25.64461651,34.44390869,33.95458984,34.52856064,..,37.24119186,..,..,..
Mozambique,MOZ,"School enrollment, tertiary (% gross)",SE.TER.ENRR,4.60293329,4.903703492,5.199513734,5.593447557,6.250491325,6.731817177,7.341973041,7.245730992,7.463051042,..,..
Mozambique,MOZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,56.04000092,..,60.65999985,..,..,59.77999878
Mozambique,MOZ,Poverty gap at $3.00 a day (2021 PPP) (%),SI.POV.GAPS,..,..,..,..,38.1,..,..,..,..,45.8,..
Mozambique,MOZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.261,3.296,3.305,3.346,3.377,3.426,3.457,3.539,3.604,3.646,3.921
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1010.534173,1213.628987,1202.665896,1199.095616,1293.000423,1166.733055,1229.197135,1272.822418,1298.213103,1425.989542,1490.216835
Myanmar,MMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,0.787440002,..,..,..,..,..,2.166529894,1.992490053,1.999760032,..
Myanmar,MMR,"School enrollment, primary (% gross)",SE.PRM.ENRR,109.4901428,..,..,..,115.4484634,..,119.916153,121.7993927,120.2145691,..,..
Myanmar,MMR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,50.86639023,..,..,..,57.11785126,..,67.7588501,72.34574127,77.01914978,..,..
Myanmar,MMR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,14.32460022,13.73770046,..,..,..,..,..,20.37232971,..,..
Myanmar,MMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,90.36000061,..,84.77999878,..,95.82323938,89.06999969,93.54712933
Myanmar,MMR,Poverty gap at $3.00 a day (2021 PPP) (%),SI.POV.GAPS,..,..,..,..,..,4.4,..,1.8,..,..,..
Myanmar,MMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.727,0.75,0.767,0.775,0.763,0.766,1.058,1.356,0.767,0.407,1.476
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,5418.216334,5834.791768,5942.64681,5346.621311,5378.323262,4774.106509,4395.687762,5143.960723,5308.608134,4731.921032,3878.58983
Namibia,NAM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,8.243300438,8.021379308,9.24281238,8.595416595,3.667111664,9.850768502,10.59279485,1.395245346,8.881122494,9.322531955,9.277998791
Namibia,NAM,"School enrollment, primary (% gross)",SE.PRM.ENRR,118.1091363,119.0556371,121.1036927,122.7328135,122.7119365,124.6292828,124.1827052,125.8749323,124.5916807,124.1553459,122.3452543
Namibia,NAM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,68.09984018,72.45411772,74.24655746,76.14248,76.75956466,78.26080123,79.26060972,79.53346064,78.8626899,79.01250168,82.88729925
Namibia,NAM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,16.90486031,17.46039998,18.46530693,19.6551505,21.43670362,22.48017555,23.70016904,25.89665112,25.98704841
Namibia,NAM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,88.26999664,..,..,..,..,88.20185917,..,88.32950503,..,..
Namibia,NAM,Poverty gap at $3.00 a day (2021 PPP) (%),SI.POV.GAPS,..,..,..,..,..,8.5,..,..,..,..,..
Namibia,NAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,22.12,19.476,16.771,19.028,18.521,20.808,23.352,21.733,19.877,19.921,21.004
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,4723.917083,6480.904513,9817.368722,8974.518869,9193.097844,7703.431499,8724.307003,9613.412091,11408.69476,10776.82846,10695.69933
Nauru,NRU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,4.472784259,6.252602941,4.822146269,6.273975172,5.052966272,5.718281714,5.905029032
Nauru,NRU,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,..,98.78787994,..,109.6594925,99.0801577,112.507782,..,..,104.7995529,102.2577133
Nauru,NRU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,83.11345673,..,83.91837311,..,78.66771698,..,..,86.11309814,80.24337769
Nauru,NRU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,Poverty gap at $3.00 a day (2021 PPP) (%),SI.POV.GAPS,..,..,1.3,..,..,..,..,..,..,..,..
Nauru,NRU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,585.278492,785.5186562,788.2029371,803.2695954,821.4552249,875.5436355,877.2564547,1034.283749,1179.198432,1203.142947,1154.215176
Nepal,NPL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.631720066,3.842619896,3.297369957,3.018110037,3.47213006,3.25902009,3.903209925,4.76722002,4.43445015,3.892128869,4.243556709
Nepal,NPL,"School enrollment, primary (% gross)",SE.PRM.ENRR,147.0865349,151.5504836,149.3605572,145.7261051,143.0022221,143.5720109,139.1776869,135.3461763,..,137.4337616,121.9035721
Nepal,NPL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,55.58929062,58.9935112,63.14147949,65.49353027,67.53182983,68.61312103,71.77449799,74.41133118,..,80.28005219,85.31015778
Nepal,NPL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,13.32364882,13.2867386,..,15.47195634,13.23805405,12.28288681,11.09327485,11.43578248,12.61369586,13.8072822,14.20023919
Nepal,NPL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,59.63000107,..,..,..,..,65.5,66.87553512,..,68.70999908,..
Nepal,NPL,Poverty gap at $3.00 a day (2021 PPP) (%),SI.POV.GAPS,4.4,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.554,10.64,10.643,10.687,10.617,10.644,10.742,10.66,10.559,10.389,12.975
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,51305.73385,54701.7728,50473.9442,52602.28605,53457.22349,45793.81354,46808.52915,49513.68173,53955.077,53554.90075,53467.92774
Netherlands,NLD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.45634985,5.415959835,5.366940022,5.484179974,5.402050018,5.278029919,5.389520168,5.087470055,5.267230034,5.055940151,5.291399956
